Time (s),ECG,HR GT
46.0625,1360,N/A
46.0650,1412,N/A
46.0675,1467,N/A
46.0700,1544,N/A
46.0725,1580,N/A
46.0750,1536,N/A
46.0775,1408,N/A
46.0800,1260,N/A
46.0825,1188,N/A
46.0850,1093,N/A
46.0875,1130,N/A
46.0900,1180,N/A
46.0925,1250,N/A
46.0950,1296,N/A
46.0975,1349,N/A
46.1000,1388,N/A
46.1025,1419,N/A
46.1050,1398,N/A
46.1075,1376,N/A
46.1100,1381,N/A
46.1125,1376,N/A
46.1150,1440,N/A
46.1175,1514,N/A
46.1200,1549,N/A
46.1225,1553,N/A
46.1250,1536,N/A
46.1275,1499,N/A
46.1300,1433,N/A
46.1325,1388,N/A
46.1350,1348,N/A
46.1375,1332,N/A
46.1400,1352,N/A
46.1425,1420,N/A
46.1450,1546,N/A
46.1475,1640,N/A
46.1500,1613,N/A
46.1525,1488,N/A
46.1550,1312,N/A
46.1575,1200,N/A
46.1600,1165,N/A
46.1625,1220,N/A
46.1650,1257,N/A
46.1675,1292,N/A
46.1700,1363,N/A
46.1725,1440,N/A
46.1750,1488,N/A
46.1775,1540,N/A
46.1800,1602,N/A
46.1825,1656,N/A
46.1850,1672,N/A
46.1875,1657,N/A
46.1900,1624,N/A
46.1925,1584,N/A
46.1950,1616,N/A
46.1975,1632,N/A
46.2000,1601,N/A
46.2025,1520,N/A
46.2050,1432,N/A
46.2075,1413,N/A
46.2100,1433,N/A
46.2125,1462,N/A
46.2150,1504,N/A
46.2175,1520,N/A
46.2200,1545,N/A
46.2225,1552,N/A
46.2250,1528,N/A
46.2275,1480,N/A
46.2300,1482,N/A
46.2325,1500,N/A
46.2350,1498,N/A
46.2375,1496,N/A
46.2400,1530,N/A
46.2425,1578,N/A
46.2450,1545,N/A
46.2475,1488,N/A
46.2500,1416,N/A
46.2525,1392,N/A
46.2550,1384,N/A
46.2575,1365,N/A
46.2600,1344,N/A
46.2625,1365,N/A
46.2650,1394,N/A
46.2675,1401,N/A
46.2700,1408,N/A
46.2725,1488,N/A
46.2750,1578,N/A
46.2775,1605,N/A
46.2800,1552,N/A
46.2825,1465,N/A
46.2850,1408,N/A
46.2875,1380,N/A
46.2900,1400,N/A
46.2925,1458,N/A
46.2950,1536,N/A
46.2975,1570,N/A
46.3000,1570,N/A
46.3025,1488,N/A
46.3050,1402,N/A
46.3075,1360,N/A
46.3100,1400,N/A
46.3125,1456,N/A
46.3150,1451,N/A
46.3175,1413,N/A
46.3200,1321,N/A
46.3225,1240,N/A
46.3250,1208,N/A
46.3275,1228,N/A
46.3300,1328,N/A
46.3325,1426,N/A
46.3350,1449,N/A
46.3375,1400,N/A
46.3400,1305,N/A
46.3425,1227,N/A
46.3450,1200,N/A
46.3475,1208,N/A
46.3500,1268,N/A
46.3525,1313,N/A
46.3550,1280,N/A
46.3575,1208,N/A
46.3600,1152,N/A
46.3625,1164,N/A
46.3650,1236,N/A
46.3675,1301,N/A
46.3700,1299,N/A
46.3725,1200,N/A
46.3750,1072,N/A
46.3775,1012,N/A
46.3800,1024,N/A
46.3825,1104,N/A
46.3850,1168,N/A
46.3875,1152,N/A
46.3900,1124,N/A
46.3925,1137,N/A
46.3950,1184,N/A
46.3975,1216,N/A
46.4000,1194,N/A
46.4025,1120,N/A
46.4050,1026,N/A
46.4075,960,N/A
46.4100,912,N/A
46.4125,922,N/A
46.4150,960,N/A
46.4175,1006,N/A
46.4200,1052,N/A
46.4225,1056,N/A
46.4250,1024,N/A
46.4275,994,N/A
46.4300,1004,N/A
46.4325,1036,N/A
46.4350,1065,N/A
46.4375,1064,N/A
46.4400,1037,N/A
46.4425,986,N/A
46.4450,963,N/A
46.4475,1000,N/A
46.4500,1044,N/A
46.4525,1045,N/A
46.4550,1024,N/A
46.4575,960,N/A
46.4600,896,N/A
46.4625,880,N/A
46.4650,904,N/A
46.4675,947,N/A
46.4700,962,N/A
46.4725,988,N/A
46.4750,992,N/A
46.4775,965,N/A
46.4800,916,N/A
46.4825,859,N/A
46.4850,864,N/A
46.4875,906,N/A
46.4900,930,N/A
46.4925,954,N/A
46.4950,960,N/A
46.4975,953,N/A
46.5000,960,N/A
46.5025,944,N/A
46.5050,930,N/A
46.5075,947,N/A
46.5100,979,N/A
46.5125,1008,N/A
46.5150,1050,N/A
46.5175,1009,N/A
46.5200,1011,N/A
46.5225,1018,N/A
46.5250,995,N/A
46.5275,992,N/A
46.5300,1016,N/A
46.5325,1035,N/A
46.5350,1045,N/A
46.5375,1010,N/A
46.5400,1020,N/A
46.5425,1033,N/A
46.5450,1060,N/A
46.5475,1097,N/A
46.5500,1128,N/A
46.5525,1124,N/A
46.5550,1091,N/A
46.5575,1038,N/A
46.5600,995,N/A
46.5625,970,N/A
46.5650,968,N/A
46.5675,984,N/A
46.5700,1105,N/A
46.5725,1161,N/A
46.5750,1156,N/A
46.5775,1088,N/A
46.5800,998,N/A
46.5825,954,N/A
46.5850,968,N/A
46.5875,1012,N/A
46.5900,1056,N/A
46.5925,1089,N/A
46.5950,1053,N/A
46.5975,972,N/A
46.6000,896,N/A
46.6025,828,N/A
46.6050,788,N/A
46.6075,810,N/A
46.6100,874,N/A
46.6125,987,N/A
46.6150,1056,N/A
46.6175,1073,N/A
46.6200,1073,N/A
46.6225,1040,N/A
46.6250,977,N/A
46.6275,923,N/A
46.6300,920,N/A
46.6325,1008,N/A
46.6350,1110,N/A
46.6375,1168,N/A
46.6400,1216,N/A
46.6425,1258,N/A
46.6450,1312,N/A
46.6475,1336,N/A
46.6500,1344,N/A
46.6525,1298,N/A
46.6550,1256,N/A
46.6575,1221,N/A
46.6600,1184,N/A
46.6625,1121,N/A
46.6650,1077,N/A
46.6675,1077,N/A
46.6700,1137,N/A
46.6725,1184,N/A
46.6750,1184,N/A
46.6775,1152,N/A
46.6800,1154,N/A
46.6825,1104,N/A
46.6850,978,N/A
46.6875,881,N/A
46.6900,913,N/A
46.6925,1004,N/A
46.6950,1152,N/A
46.6975,1281,N/A
46.7000,1364,N/A
46.7025,1368,N/A
46.7050,1304,N/A
46.7075,1205,N/A
46.7100,1155,N/A
46.7125,1152,N/A
46.7150,1153,N/A
46.7175,1120,N/A
46.7200,1065,N/A
46.7225,1052,N/A
46.7250,1064,N/A
46.7275,1120,N/A
46.7300,1192,N/A
46.7325,1208,N/A
46.7350,1145,N/A
46.7375,1170,N/A
46.7400,1162,N/A
46.7425,1200,N/A
46.7450,1242,N/A
46.7475,1248,N/A
46.7500,1209,N/A
46.7525,1125,N/A
46.7550,1120,N/A
46.7575,1129,N/A
46.7600,1172,N/A
46.7625,1200,N/A
46.7650,1184,N/A
46.7675,1168,N/A
46.7700,1187,N/A
46.7725,1184,N/A
46.7750,1168,N/A
46.7775,1156,N/A
46.7800,1154,N/A
46.7825,1176,N/A
46.7850,1192,N/A
46.7875,1208,N/A
46.7900,1221,N/A
46.7925,1224,N/A
46.7950,1202,N/A
46.7975,1179,N/A
46.8000,1168,N/A
46.8025,1147,N/A
46.8050,1098,N/A
46.8075,1097,N/A
46.8100,1193,N/A
46.8125,1284,N/A
46.8150,1329,N/A
46.8175,1348,N/A
46.8200,1322,N/A
46.8225,1328,N/A
46.8250,1312,N/A
46.8275,1221,N/A
46.8300,1122,N/A
46.8325,1010,N/A
46.8350,993,N/A
46.8375,1068,N/A
46.8400,1120,N/A
46.8425,1218,N/A
46.8450,1316,N/A
46.8475,1380,N/A
46.8500,1408,N/A
46.8525,1416,N/A
46.8550,1424,N/A
46.8575,1395,N/A
46.8600,1320,N/A
46.8625,1260,N/A
46.8650,1184,N/A
46.8675,1176,N/A
46.8700,1092,N/A
46.8725,1049,N/A
46.8750,1029,N/A
46.8775,1060,N/A
46.8800,1096,N/A
46.8825,1132,N/A
46.8850,1185,N/A
46.8875,1254,N/A
46.8900,1297,N/A
46.8925,1328,N/A
46.8950,1348,N/A
46.8975,1347,N/A
46.9000,1328,N/A
46.9025,1302,N/A
46.9050,1300,N/A
46.9075,1305,N/A
46.9100,1344,N/A
46.9125,1379,N/A
46.9150,1408,N/A
46.9175,1369,N/A
46.9200,1290,N/A
46.9225,1236,N/A
46.9250,1233,N/A
46.9275,1256,N/A
46.9300,1268,N/A
46.9325,1264,N/A
46.9350,1244,N/A
46.9375,1237,N/A
46.9400,1232,N/A
46.9425,1248,N/A
46.9450,1314,N/A
46.9475,1384,N/A
46.9500,1417,N/A
46.9525,1392,N/A
46.9550,1318,N/A
46.9575,1253,N/A
46.9600,1174,N/A
46.9625,1152,N/A
46.9650,1152,N/A
46.9675,1160,N/A
46.9700,1197,N/A
46.9725,1225,N/A
46.9750,1256,N/A
46.9775,1296,N/A
46.9800,1309,N/A
46.9825,1273,N/A
46.9850,1225,N/A
46.9875,1168,N/A
46.9900,1120,N/A
46.9925,1113,N/A
46.9950,1112,N/A
46.9975,1136,N/A
47.0000,1140,N/A
47.0025,1124,N/A
47.0050,1093,N/A
47.0075,1082,N/A
47.0100,1136,N/A
47.0125,1232,N/A
47.0150,1312,N/A
47.0175,1333,N/A
47.0200,1320,N/A
47.0225,1336,N/A
47.0250,1357,N/A
47.0275,1361,N/A
47.0300,1347,N/A
47.0325,1300,N/A
47.0350,1225,N/A
47.0375,1206,N/A
47.0400,1146,N/A
47.0425,1216,N/A
47.0450,1168,N/A
47.0475,1162,N/A
47.0500,1145,N/A
47.0525,1077,N/A
47.0550,1024,N/A
47.0575,1012,N/A
47.0600,1034,N/A
47.0625,1092,N/A
47.0650,1128,N/A
47.0675,1208,N/A
47.0700,1297,N/A
47.0725,1369,N/A
47.0750,1398,N/A
47.0775,1414,N/A
47.0800,1369,N/A
47.0825,1284,N/A
47.0850,1186,N/A
47.0875,1120,N/A
47.0900,1083,N/A
47.0925,1074,N/A
47.0950,1112,N/A
47.0975,1144,N/A
47.1000,1180,N/A
47.1025,1241,N/A
47.1050,1288,N/A
47.1075,1305,N/A
47.1100,1317,N/A
47.1125,1312,N/A
47.1150,1297,N/A
47.1175,1284,N/A
47.1200,1288,N/A
47.1225,1302,N/A
47.1250,1329,N/A
47.1275,1348,N/A
47.1300,1328,N/A
47.1325,1293,N/A
47.1350,1273,N/A
47.1375,1233,N/A
47.1400,1200,N/A
47.1425,1144,N/A
47.1450,1108,N/A
47.1475,1152,N/A
47.1500,1216,N/A
47.1525,1272,N/A
47.1550,1296,N/A
47.1575,1354,N/A
47.1600,1344,N/A
47.1625,1304,N/A
47.1650,1248,N/A
47.1675,1217,N/A
47.1700,1216,N/A
47.1725,1285,N/A
47.1750,1356,N/A
47.1775,1414,N/A
47.1800,1456,N/A
47.1825,1472,N/A
47.1850,1468,N/A
47.1875,1440,N/A
47.1900,1360,N/A
47.1925,1349,N/A
47.1950,1322,N/A
47.1975,1292,N/A
47.2000,1261,N/A
47.2025,1216,N/A
47.2050,1145,N/A
47.2075,1120,N/A
47.2100,1138,N/A
47.2125,1196,N/A
47.2150,1256,N/A
47.2175,1280,N/A
47.2200,1256,N/A
47.2225,1160,N/A
47.2250,1069,N/A
47.2275,1019,N/A
47.2300,1016,N/A
47.2325,1060,N/A
47.2350,1146,N/A
47.2375,1227,N/A
47.2400,1304,N/A
47.2425,1312,N/A
47.2450,1280,N/A
47.2475,1236,N/A
47.2500,1200,N/A
47.2525,1158,N/A
47.2550,1128,N/A
47.2575,1160,N/A
47.2600,1195,N/A
47.2625,1189,N/A
47.2650,1170,N/A
47.2675,1168,N/A
47.2700,1162,N/A
47.2725,1190,N/A
47.2750,1264,N/A
47.2775,1370,N/A
47.2800,1424,N/A
47.2825,1392,N/A
47.2850,1272,N/A
47.2875,1156,N/A
47.2900,1058,N/A
47.2925,1028,N/A
47.2950,1044,N/A
47.2975,1099,N/A
47.3000,1152,N/A
47.3025,1220,N/A
47.3050,1260,N/A
47.3075,1236,N/A
47.3100,1178,N/A
47.3125,1142,N/A
47.3150,1156,N/A
47.3175,1216,N/A
47.3200,1264,N/A
47.3225,1280,N/A
47.3250,1249,N/A
47.3275,1250,N/A
47.3300,1274,N/A
47.3325,1272,N/A
47.3350,1248,N/A
47.3375,1236,N/A
47.3400,1209,N/A
47.3425,1208,N/A
47.3450,1257,N/A
47.3475,1352,N/A
47.3500,1413,N/A
47.3525,1396,N/A
47.3550,1344,N/A
47.3575,1313,N/A
47.3600,1314,N/A
47.3625,1321,N/A
47.3650,1289,N/A
47.3675,1237,N/A
47.3700,1197,N/A
47.3725,1188,N/A
47.3750,1212,N/A
47.3775,1253,N/A
47.3800,1296,N/A
47.3825,1332,N/A
47.3850,1344,N/A
47.3875,1363,N/A
47.3900,1352,N/A
47.3925,1306,N/A
47.3950,1221,N/A
47.3975,1169,N/A
47.4000,1188,N/A
47.4025,1240,N/A
47.4050,1268,N/A
47.4075,1267,N/A
47.4100,1316,N/A
47.4125,1365,N/A
47.4150,1346,N/A
47.4175,1292,N/A
47.4200,1283,N/A
47.4225,1256,N/A
47.4250,1264,N/A
47.4275,1292,N/A
47.4300,1312,N/A
47.4325,1281,N/A
47.4350,1254,N/A
47.4375,1217,N/A
47.4400,1177,N/A
47.4425,1141,N/A
47.4450,1126,N/A
47.4475,1156,N/A
47.4500,1217,N/A
47.4525,1260,N/A
47.4550,1272,N/A
47.4575,1248,N/A
47.4600,1226,N/A
47.4625,1224,N/A
47.4650,1248,N/A
47.4675,1280,N/A
47.4700,1332,N/A
47.4725,1325,N/A
47.4750,1273,N/A
47.4775,1232,N/A
47.4800,1252,N/A
47.4825,1298,N/A
47.4850,1320,N/A
47.4875,1320,N/A
47.4900,1314,N/A
47.4925,1329,N/A
47.4950,1325,N/A
47.4975,1288,N/A
47.5000,1269,N/A
47.5025,1224,N/A
47.5050,1197,N/A
47.5075,1200,N/A
47.5100,1210,N/A
47.5125,1210,N/A
47.5150,1171,N/A
47.5175,1153,N/A
47.5200,1189,N/A
47.5225,1238,N/A
47.5250,1306,N/A
47.5275,1352,N/A
47.5300,1344,N/A
47.5325,1312,N/A
47.5350,1252,N/A
47.5375,1234,N/A
47.5400,1290,N/A
47.5425,1345,N/A
47.5450,1376,N/A
47.5475,1380,N/A
47.5500,1365,N/A
47.5525,1301,N/A
47.5550,1200,N/A
47.5575,1137,N/A
47.5600,1126,N/A
47.5625,1168,N/A
47.5650,1280,N/A
47.5675,1392,N/A
47.5700,1440,N/A
47.5725,1448,N/A
47.5750,1433,N/A
47.5775,1456,N/A
47.5800,1492,N/A
47.5825,1525,N/A
47.5850,1513,N/A
47.5875,1435,N/A
47.5900,1360,N/A
47.5925,1312,N/A
47.5950,1251,N/A
47.5975,1224,N/A
47.6000,1237,N/A
47.6025,1238,N/A
47.6050,1259,N/A
47.6075,1334,N/A
47.6100,1416,N/A
47.6125,1456,N/A
47.6150,1426,N/A
47.6175,1370,N/A
47.6200,1328,N/A
47.6225,1292,N/A
47.6250,1250,N/A
47.6275,1216,N/A
47.6300,1209,N/A
47.6325,1254,N/A
47.6350,1312,N/A
47.6375,1355,N/A
47.6400,1382,N/A
47.6425,1408,N/A
47.6450,1412,N/A
47.6475,1379,N/A
47.6500,1313,N/A
47.6525,1223,N/A
47.6550,1200,N/A
47.6575,1193,N/A
47.6600,1248,N/A
47.6625,1253,N/A
47.6650,1270,N/A
47.6675,1293,N/A
47.6700,1346,N/A
47.6725,1364,N/A
47.6750,1320,N/A
47.6775,1240,N/A
47.6800,1152,N/A
47.6825,1076,N/A
47.6850,1037,N/A
47.6875,1082,N/A
47.6900,1189,N/A
47.6925,1292,N/A
47.6950,1392,N/A
47.6975,1416,N/A
47.7000,1394,N/A
47.7025,1349,N/A
47.7050,1306,N/A
47.7075,1312,N/A
47.7100,1334,N/A
47.7125,1297,N/A
47.7150,1232,N/A
47.7175,1186,N/A
47.7200,1188,N/A
47.7225,1208,N/A
47.7250,1216,N/A
47.7275,1196,N/A
47.7300,1204,N/A
47.7325,1253,N/A
47.7350,1264,N/A
47.7375,1222,N/A
47.7400,1201,N/A
47.7425,1197,N/A
47.7450,1209,N/A
47.7475,1265,N/A
47.7500,1292,N/A
47.7525,1280,N/A
47.7550,1240,N/A
47.7575,1197,N/A
47.7600,1177,N/A
47.7625,1152,N/A
47.7650,1169,N/A
47.7675,1226,N/A
47.7700,1266,N/A
47.7725,1330,N/A
47.7750,1401,N/A
47.7775,1440,N/A
47.7800,1434,N/A
47.7825,1425,N/A
47.7850,1432,N/A
47.7875,1456,N/A
47.7900,1460,N/A
47.7925,1504,N/A
47.7950,1538,N/A
47.7975,1545,N/A
47.8000,1560,N/A
47.8025,1558,N/A
47.8050,1570,N/A
47.8075,1587,N/A
47.8100,1600,N/A
47.8125,1588,N/A
47.8150,1568,N/A
47.8175,1546,N/A
47.8200,1548,N/A
47.8225,1547,N/A
47.8250,1544,N/A
47.8275,1536,N/A
47.8300,1513,N/A
47.8325,1488,N/A
47.8350,1411,N/A
47.8375,1350,N/A
47.8400,1320,N/A
47.8425,1332,N/A
47.8450,1393,N/A
47.8475,1449,N/A
47.8500,1488,N/A
47.8525,1488,N/A
47.8550,1523,N/A
47.8575,1570,N/A
47.8600,1562,N/A
47.8625,1536,N/A
47.8650,1489,N/A
47.8675,1440,N/A
47.8700,1394,N/A
47.8725,1360,N/A
47.8750,1344,N/A
47.8775,1339,N/A
47.8800,1356,N/A
47.8825,1388,N/A
47.8850,1401,N/A
47.8875,1425,N/A
47.8900,1448,N/A
47.8925,1408,N/A
47.8950,1368,N/A
47.8975,1329,N/A
47.9000,1313,N/A
47.9025,1284,N/A
47.9050,1280,N/A
47.9075,1296,N/A
47.9100,1312,N/A
47.9125,1260,N/A
47.9150,1195,N/A
47.9175,1192,N/A
47.9200,1252,N/A
47.9225,1302,N/A
47.9250,1317,N/A
47.9275,1314,N/A
47.9300,1317,N/A
47.9325,1346,N/A
47.9350,1353,N/A
47.9375,1346,N/A
47.9400,1346,N/A
47.9425,1360,N/A
47.9450,1395,N/A
47.9475,1392,N/A
47.9500,1314,N/A
47.9525,1216,N/A
47.9550,1168,N/A
47.9575,1128,N/A
47.9600,1082,N/A
47.9625,1048,N/A
47.9650,1044,N/A
47.9675,1043,N/A
47.9700,1032,N/A
47.9725,1024,N/A
47.9750,1008,N/A
47.9775,1005,N/A
47.9800,1009,N/A
47.9825,1008,N/A
47.9850,1040,N/A
47.9875,1100,N/A
47.9900,1161,N/A
47.9925,1202,N/A
47.9950,1168,N/A
47.9975,1068,N/A
48.0000,961,N/A
48.0025,932,N/A
48.0050,855,N/A
48.0075,852,N/A
48.0100,913,N/A
48.0125,970,N/A
48.0150,1000,N/A
48.0175,1026,N/A
48.0200,1072,N/A
48.0225,1092,N/A
48.0250,1093,N/A
48.0275,1106,N/A
48.0300,1074,N/A
48.0325,1016,N/A
48.0350,994,N/A
48.0375,992,N/A
48.0400,956,N/A
48.0425,902,N/A
48.0450,872,N/A
48.0475,886,N/A
48.0500,924,N/A
48.0525,956,N/A
48.0550,939,N/A
48.0575,853,N/A
48.0600,756,N/A
48.0625,692,N/A
48.0650,678,N/A
48.0675,717,N/A
48.0700,785,N/A
48.0725,818,N/A
48.0750,794,N/A
48.0775,776,N/A
48.0800,792,N/A
48.0825,844,N/A
48.0850,928,N/A
48.0875,980,N/A
48.0900,993,N/A
48.0925,969,N/A
48.0950,918,N/A
48.0975,896,N/A
48.1000,896,N/A
48.1025,893,N/A
48.1050,883,N/A
48.1075,869,N/A
48.1100,890,N/A
48.1125,931,N/A
48.1150,976,N/A
48.1175,969,N/A
48.1200,965,N/A
48.1225,948,N/A
48.1250,925,N/A
48.1275,912,N/A
48.1300,920,N/A
48.1325,924,N/A
48.1350,952,N/A
48.1375,944,N/A
48.1400,928,N/A
48.1425,907,N/A
48.1450,872,N/A
48.1475,848,N/A
48.1500,867,N/A
48.1525,896,N/A
48.1550,928,N/A
48.1575,968,N/A
48.1600,923,N/A
48.1625,922,N/A
48.1650,934,N/A
48.1675,929,N/A
48.1700,925,N/A
48.1725,964,N/A
48.1750,992,N/A
48.1775,954,N/A
48.1800,883,N/A
48.1825,804,N/A
48.1850,789,N/A
48.1875,812,N/A
48.1900,912,N/A
48.1925,1005,N/A
48.1950,1069,N/A
48.1975,1080,N/A
48.2000,1040,N/A
48.2025,1004,N/A
48.2050,976,N/A
48.2075,973,N/A
48.2100,984,N/A
48.2125,1004,N/A
48.2150,1062,N/A
48.2175,1080,N/A
48.2200,1088,N/A
48.2225,1056,N/A
48.2250,1040,N/A
48.2275,1014,N/A
48.2300,997,N/A
48.2325,977,N/A
48.2350,976,N/A
48.2375,972,N/A
48.2400,964,N/A
48.2425,994,N/A
48.2450,1024,N/A
48.2475,1029,N/A
48.2500,1035,N/A
48.2525,1092,N/A
48.2550,1124,N/A
48.2575,1136,N/A
48.2600,1088,N/A
48.2625,1080,N/A
48.2650,1094,N/A
48.2675,1108,N/A
48.2700,1121,N/A
48.2725,1104,N/A
48.2750,1076,N/A
48.2775,1061,N/A
48.2800,1056,N/A
48.2825,1040,N/A
48.2850,1032,N/A
48.2875,1048,N/A
48.2900,1074,N/A
48.2925,1120,N/A
48.2950,1176,N/A
48.2975,1241,N/A
48.3000,1280,N/A
48.3025,1257,N/A
48.3050,1179,N/A
48.3075,1077,N/A
48.3100,989,N/A
48.3125,906,N/A
48.3150,877,N/A
48.3175,896,N/A
48.3200,923,N/A
48.3225,944,N/A
48.3250,954,N/A
48.3275,988,N/A
48.3300,1033,N/A
48.3325,1092,N/A
48.3350,1186,N/A
48.3375,1256,N/A
48.3400,1285,N/A
48.3425,1243,N/A
48.3450,1189,N/A
48.3475,1124,N/A
48.3500,1084,N/A
48.3525,1056,N/A
48.3550,1032,N/A
48.3575,1029,N/A
48.3600,1059,N/A
48.3625,1061,N/A
48.3650,1052,N/A
48.3675,1061,N/A
48.3700,1132,N/A
48.3725,1200,N/A
48.3750,1224,N/A
48.3775,1168,N/A
48.3800,1067,N/A
48.3825,994,N/A
48.3850,976,N/A
48.3875,1016,N/A
48.3900,1080,N/A
48.3925,1128,N/A
48.3950,1177,N/A
48.3975,1219,N/A
48.4000,1226,N/A
48.4025,1192,N/A
48.4050,1141,N/A
48.4075,1120,N/A
48.4100,1156,N/A
48.4125,1205,N/A
48.4150,1216,N/A
48.4175,1184,N/A
48.4200,1128,N/A
48.4225,1089,N/A
48.4250,1081,N/A
48.4275,1088,N/A
48.4300,1101,N/A
48.4325,1113,N/A
48.4350,1106,N/A
48.4375,1120,N/A
48.4400,1121,N/A
48.4425,1108,N/A
48.4450,1088,N/A
48.4475,1077,N/A
48.4500,1104,N/A
48.4525,1172,N/A
48.4550,1244,N/A
48.4575,1272,N/A
48.4600,1284,N/A
48.4625,1306,N/A
48.4650,1301,N/A
48.4675,1248,N/A
48.4700,1153,N/A
48.4725,1184,N/A
48.4750,1174,N/A
48.4775,1170,N/A
48.4800,1136,N/A
48.4825,1120,N/A
48.4850,1184,N/A
48.4875,1236,N/A
48.4900,1282,N/A
48.4925,1249,N/A
48.4950,1178,N/A
48.4975,1096,N/A
48.5000,1032,N/A
48.5025,1028,N/A
48.5050,1088,N/A
48.5075,1168,N/A
48.5100,1241,N/A
48.5125,1284,N/A
48.5150,1332,N/A
48.5175,1348,N/A
48.5200,1316,N/A
48.5225,1280,N/A
48.5250,1236,N/A
48.5275,1184,N/A
48.5300,1099,N/A
48.5325,1004,N/A
48.5350,932,N/A
48.5375,928,N/A
48.5400,972,N/A
48.5425,1018,N/A
48.5450,1069,N/A
48.5475,1120,N/A
48.5500,1144,N/A
48.5525,1180,N/A
48.5550,1205,N/A
48.5575,1217,N/A
48.5600,1208,N/A
48.5625,1168,N/A
48.5650,1144,N/A
48.5675,1148,N/A
48.5700,1155,N/A
48.5725,1157,N/A
48.5750,1157,N/A
48.5775,1144,N/A
48.5800,1171,N/A
48.5825,1176,N/A
48.5850,1153,N/A
48.5875,1097,N/A
48.5900,1045,N/A
48.5925,1036,N/A
48.5950,1074,N/A
48.5975,1172,N/A
48.6000,1296,N/A
48.6025,1388,N/A
48.6050,1408,N/A
48.6075,1366,N/A
48.6100,1312,N/A
48.6125,1250,N/A
48.6150,1173,N/A
48.6175,1088,N/A
48.6200,998,N/A
48.6225,980,N/A
48.6250,1027,N/A
48.6275,1138,N/A
48.6300,1170,N/A
48.6325,1193,N/A
48.6350,1165,N/A
48.6375,1121,N/A
48.6400,1098,N/A
48.6425,1113,N/A
48.6450,1136,N/A
48.6475,1120,N/A
48.6500,1065,N/A
48.6525,1033,N/A
48.6550,1052,N/A
48.6575,1112,N/A
48.6600,1184,N/A
48.6625,1252,N/A
48.6650,1328,N/A
48.6675,1382,N/A
48.6700,1400,N/A
48.6725,1378,N/A
48.6750,1344,N/A
48.6775,1281,N/A
48.6800,1216,N/A
48.6825,1162,N/A
48.6850,1170,N/A
48.6875,1160,N/A
48.6900,1132,N/A
48.6925,1113,N/A
48.6950,1088,N/A
48.6975,1050,N/A
48.7000,1064,N/A
48.7025,1098,N/A
48.7050,1124,N/A
48.7075,1136,N/A
48.7100,1130,N/A
48.7125,1128,N/A
48.7150,1136,N/A
48.7175,1156,N/A
48.7200,1187,N/A
48.7225,1234,N/A
48.7250,1268,N/A
48.7275,1248,N/A
48.7300,1216,N/A
48.7325,1177,N/A
48.7350,1152,N/A
48.7375,1080,N/A
48.7400,1068,N/A
48.7425,1104,N/A
48.7450,1178,N/A
48.7475,1252,N/A
48.7500,1288,N/A
48.7525,1280,N/A
48.7550,1282,N/A
48.7575,1301,N/A
48.7600,1281,N/A
48.7625,1216,N/A
48.7650,1125,N/A
48.7675,1073,N/A
48.7700,1029,N/A
48.7725,1013,N/A
48.7750,1048,N/A
48.7775,1134,N/A
48.7800,1250,N/A
48.7825,1328,N/A
48.7850,1384,N/A
48.7875,1408,N/A
48.7900,1389,N/A
48.7925,1340,N/A
48.7950,1281,N/A
48.7975,1267,N/A
48.8000,1312,N/A
48.8025,1385,N/A
48.8050,1424,N/A
48.8075,1424,N/A
48.8100,1427,N/A
48.8125,1444,N/A
48.8150,1473,N/A
48.8175,1498,N/A
48.8200,1529,N/A
48.8225,1544,N/A
48.8250,1497,N/A
48.8275,1416,N/A
48.8300,1354,N/A
48.8325,1344,N/A
48.8350,1333,N/A
48.8375,1328,N/A
48.8400,1300,N/A
48.8425,1300,N/A
48.8450,1290,N/A
48.8475,1314,N/A
48.8500,1344,N/A
48.8525,1337,N/A
48.8550,1337,N/A
48.8575,1312,N/A
48.8600,1280,N/A
48.8625,1252,N/A
48.8650,1233,N/A
48.8675,1229,N/A
48.8700,1280,N/A
48.8725,1344,N/A
48.8750,1371,N/A
48.8775,1360,N/A
48.8800,1365,N/A
48.8825,1315,N/A
48.8850,1232,N/A
48.8875,1168,N/A
48.8900,1163,N/A
48.8925,1192,N/A
48.8950,1221,N/A
48.8975,1260,N/A
48.9000,1296,N/A
48.9025,1317,N/A
48.9050,1306,N/A
48.9075,1249,N/A
48.9100,1177,N/A
48.9125,1125,N/A
48.9150,1092,N/A
48.9175,1057,N/A
48.9200,976,N/A
48.9225,884,N/A
48.9250,841,N/A
48.9275,840,N/A
48.9300,843,N/A
48.9325,833,N/A
48.9350,868,N/A
48.9375,859,N/A
48.9400,876,N/A
48.9425,880,N/A
48.9450,852,N/A
48.9475,837,N/A
48.9500,848,N/A
48.9525,856,N/A
48.9550,802,N/A
48.9575,718,N/A
48.9600,622,N/A
48.9625,556,N/A
48.9650,500,N/A
48.9675,500,N/A
48.9700,493,N/A
48.9725,480,N/A
48.9750,461,N/A
48.9775,434,N/A
48.9800,408,N/A
48.9825,384,N/A
48.9850,380,N/A
48.9875,366,N/A
48.9900,337,N/A
48.9925,288,N/A
48.9950,251,N/A
48.9975,257,N/A
49.0000,294,N/A
49.0025,274,N/A
49.0050,231,N/A
49.0075,249,N/A
49.0100,312,N/A
